0,Country,Region,HarvestYear,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_high_meters,altitude_mean_meters,unit_of_measurement,Processing.Method,
668,Mexico,zapotitlan de mendez,2012,7.67,7.5,7.33,7.67,7.5,7.33,7.5,82.5,0.12,Green,1100,1100,m,Washed / Wet,
669,Mexico,la concordia,2012,7.92,7.5,7.33,7.58,7.25,7.42,7.5,82.5,0.11,,1650,1650,m,Semi-washed / Semi-pulped,
671,Brazil,carmo de minas,2012,7.67,7.42,7.33,7.67,7.5,7.5,7.42,82.5,0,Blue-Green,1250,1250,m,Semi-washed / Semi-pulped,
672,Colombia,huila,2012,7.67,7.5,7.33,7.5,7.25,7.67,7.58,82.5,0.11,Green,1950,1775,m,Washed / Wet,
673,US-Hawaii,kona,2012,7.33,7.42,7.33,7.75,7.42,7.67,7.58,82.5,0.12,Green,130,130,m,Washed / Wet,
674,Guatemala,huehuetenango,,7.75,7.58,7.67,7.67,7.58,7.58,7.33,82.5,0.01,,1600,1600,m,,
675,Honduras,"comayagua, honduras",2017,7.42,7.67,7.17,7.58,7.58,7.5,7.5,82.42,0.12,Green,1500,1500,m,Washed / Wet,
676,Guatemala,san marcos,2017,7.58,7.5,7.33,7.75,7.33,7.5,7.42,82.42,0.1,Green,1700,1700,m,Washed / Wet,
677,Guatemala,san marcos,2016,7.67,7.58,7.25,7.67,7.42,7.33,7.5,82.42,0.12,Green,1700,1700,m,Washed / Wet,
678,Guatemala,el progreso,2017,7.58,7.5,7.25,7.67,7.5,7.5,7.42,82.42,0.12,Green,157.8864,157.8864,ft,Washed / Wet,
680,Colombia,guayata,2016,5.08,7.75,7.83,7.75,7.83,8.08,8.08,82.42,0.11,Green,1600,1600,m,Washed / Wet,
681,China,yunnan,2015,7.67,7.42,7.42,7.5,7.42,7.42,7.58,82.42,0.1,Green,1600,1600,m,Washed / Wet,
683,Tanzania,arusha meru,2015/2016,7.67,7.25,7.42,7.42,7.67,7.42,7.58,82.42,0.13,Green,2285,2285,m,Washed / Wet,
684,Brazil,south of minas,2015/2016,7.17,7.83,7.33,7.5,7.75,7.42,7.42,82.42,0,Green,1,1,m,Natural / Dry,
685,Guatemala,atitlan,2013,7.5,7.5,7.5,7.67,7.42,7.5,7.33,82.42,0.1,Green,1400,1400,m,Washed / Wet,
686,Mexico,la yerba,2014,7.42,7.5,7.42,7.58,7.42,7.5,7.58,82.42,0.11,Green,1296,1296,m,Washed / Wet,
687,Brazil,south of minas,2012,7.58,7.67,7.33,7.5,7.5,7.42,7.42,82.42,0.12,Blue-Green,1000,1000,m,Semi-washed / Semi-pulped,
689,Brazil,south of minas,2013/2014,7.25,7.33,7.25,7.5,7.42,7.5,8.17,82.42,0,Green,1260,1260,m,Natural / Dry,
690,Mexico,veracruz,2013,7.5,7.58,7.5,7.92,7.42,7.67,7.5,82.42,0.12,Green,1170,1170,m,Washed / Wet,
692,Colombia,huila,2013,7.67,7.42,7.33,7.5,7.58,7.5,7.42,82.42,0.11,Green,1950,1775,m,Washed / Wet,
693,Mexico,chiapas,2013,7.5,7.42,7.42,7.67,7.42,7.58,7.42,82.42,0.12,Green,1560,1560,m,Washed / Wet,
694,Mexico,san pedro cotzilnam,2012,7.42,7.58,7.5,7.42,7.58,7.5,7.42,82.42,0.13,Green,1400,1400,m,Semi-washed / Semi-pulped,
695,Mexico,coatepec,2012,7.42,7.58,7.33,7.58,7.5,7.5,7.5,82.42,0.14,Green,1300,1300,m,Washed / Wet,
696,Mexico,xalapa,2012,7.75,7.33,7.25,7.58,7.58,7.33,7.58,82.42,0.13,Green,1170,1170,m,Washed / Wet,
697,Mexico,zihuatanejo de azueta,2012,7.5,7.58,7.33,7.5,7.5,7.5,7.5,82.42,0.11,Green,1300,1300,m,Washed / Wet,
698,Mexico,veracruz,2012,7.58,7.58,7.17,7.5,7.5,7.5,7.58,82.42,0.14,Green,1350,1350,m,Washed / Wet,
699,Mexico,xicotepec de juarez,2012,7.58,7.33,7.33,7.58,7.5,7.5,7.58,82.42,0.11,Green,1150,1150,m,Washed / Wet,
700,Mexico,progreso santa rosa teocelo,2012,7.67,7.58,7.33,7.42,7.58,7.33,7.5,82.42,0.13,,1250,1250,m,Washed / Wet,
701,Mexico,fln mirador,2012,7.83,7.5,7.42,7.67,7.17,7.33,7.5,82.42,0.12,Bluish-Green,1450,1450,m,Washed / Wet,
702,Colombia,huila,2012,7.67,7.33,7.25,7.42,7.5,7.67,7.58,82.42,0,,442,442,m,Natural / Dry,
704,Colombia,huila,2011,7.33,7.58,7.17,7.58,7.42,7.58,7.75,82.42,0,Green,1750,1750,m,Washed / Wet,
705,Colombia,huila,3T/2011,7.58,7.25,7.42,7.25,7.58,7.83,7.5,82.42,0.02,,1750,1750,m,,
706,Honduras,comayagua,2017,7.5,7.58,7.33,7.5,7.42,7.42,7.58,82.33,0.1,Green,1396,1396,m,Washed / Wet,
707,Brazil,cerrado,2016,7.33,7.5,7.5,7.33,7.5,7.5,7.67,82.33,0.11,Green,982,982,m,Natural / Dry,
709,Brazil,south of minas,2016,7.5,7.5,7.42,7.5,7.42,7.5,7.5,82.33,0.11,Bluish-Green,934,934,m,Natural / Dry,
710,CostaRica,tarrazu,2015,7.75,7.5,7.25,7.25,7.42,7.67,7.5,82.33,0.1,Bluish-Green,1850,1850,m,Washed / Wet,
711,CostaRica,tarrazu,2015,7.75,7.33,7.5,7.5,7.33,7.58,7.33,82.33,0,Green,1550,1550,m,Washed / Wet,
712,China,xishuangbanna prefecture,2015,7.5,7.58,7.42,7.5,7.42,7.42,7.5,82.33,0.12,Green,1580,1580,m,Pulped natural / honey,
713,Brazil,south of minas,2015/2016,8.25,7.83,7.25,8.33,8.17,8.08,7.75,82.33,0.07,Green,1268,1268,m,Natural / Dry,
715,Guatemala,huehuetenango,2015,7.5,7.42,7.17,7.83,7.5,7.5,7.42,82.33,0.1,Green,1676.4,1676.4,ft,Washed / Wet,
716,Malawi,mzuzu,2014,7.33,7.58,7.42,7.58,7.33,7.5,7.58,82.33,0.12,Green,1450,1450,m,Washed / Wet,
717,Brazil,south of minas,2014/2015,7.75,8.08,7.67,8.08,8.08,8,8,82.33,0.11,Blue-Green,1100,1100,m,Natural / Dry,
718,Guatemala,jalapa,2014,7.58,7.67,7.5,7.58,7.75,7.5,7.42,82.33,0.12,Green,1524,1524,ft,Washed / Wet,
720,Colombia,antioquia,2013,7.42,7.33,7.5,7.17,7.08,8.33,7.5,82.33,0.1,Green,1300,1300,m,Washed / Wet,
721,Taiwan,changhua baguashan 彰化市八卦山,2013/2014,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,Green,200,200,m,Semi-washed / Semi-pulped,
722,Taiwan,taichung xinshe 台中市新社區,2013/2014,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,Green,600,600,m,Washed / Wet,
723,Guatemala,oriente,2013,7.5,7.42,7.58,7.5,7.5,7.58,7.25,82.33,0.12,Green,1310.64,1310.64,ft,Washed / Wet,
724,Colombia,huila,2013,7.5,7.42,7.5,7.5,7.5,7.58,7.33,82.33,0,Green,1750,1750,m,Washed / Wet,
725,Mexico,"la concordia, chiapas",2013,7.67,7.5,7.42,7.5,7.42,7.42,7.42,82.33,0.12,Green,1300,1300,m,Washed / Wet,
727,Guatemala,jalapa,2012,7.67,7.5,7.33,7.67,7.5,7.33,7.33,82.33,0.11,Green,1828.8,1752.6,ft,Washed / Wet,
728,Mexico,"jaltocan, hidalgo",2012,7.58,7.67,7.58,7.33,7,7.58,7.58,82.33,0.15,None,441,441,m,Natural / Dry,
729,Mexico,veracruz,2012,7.67,7.58,7.5,7.58,7.5,7.5,7,82.33,0.13,Green,1170,1170,m,Washed / Wet,
730,Guatemala,oriente,2012,7.5,7.67,7.33,7.5,7.33,7.5,7.5,82.33,0.1,Green,1310.64,1310.64,ft,Washed / Wet,
731,Brazil,grama valley,2012,7.58,7.5,7.42,7.5,7.5,7.42,7.42,82.33,0.12,Green,1100,1100,m,Natural / Dry,
732,Mexico,santa catarina juquila,2012,8,7.75,7.33,7.33,7.08,7.67,7.83,82.33,0.11,Green,1400,1300,m,Washed / Wet,
733,Brazil,south of minas,2012,7.58,7.58,7.25,7.58,7.42,7.5,7.42,82.33,0.11,Green,950,950,m,Washed / Wet,
734,Colombia,huila,2012,7.83,7.58,7.33,7.25,7.58,7.42,7.33,82.33,0,Green,442,442,m,Natural / Dry,
735,Brazil,brazil matas de minas,,7.58,7.5,7.25,7.42,7.67,7.33,7.5,82.25,0.09,Green,1100,1100,m,Washed / Wet,
737,Guatemala,nuevo oriente,2016,7.67,7.5,7.25,7.67,7.42,7.42,7.33,82.25,0.11,Green,1450,1450,m,Washed / Wet,
738,Brazil,south of minas,2015/2016,7.42,7.67,7.5,7.08,7.5,7.42,7.67,82.25,0,Green,1,1,m,Natural / Dry,
739,ElSalvador,apaneca,2014,7.58,7.67,7.5,7.67,7.83,8.42,7.58,82.25,0.12,Green,1500,1500,m,Washed / Wet,
740,Honduras,marcala,2015,7.58,7.5,7.42,7.58,7.42,7.42,7.33,82.25,0.11,Green,1350,1350,m,Washed / Wet,
741,Malawi,mzuzu,2014,7.58,7.42,7.33,7.42,7.58,7.5,7.42,82.25,0.13,Blue-Green,1180,1180,m,Washed / Wet,
742,Brazil,south of minas,2014/2015,7.75,7.58,7.42,7.42,7.33,7.33,7.42,82.25,0.11,Green,1100,1100,m,Natural / Dry,
743,Taiwan,nantou,2013/2014,7.5,7.5,7.5,7.5,7.5,7.5,7.25,82.25,0.11,Green,650,650,m,Washed / Wet,
744,Mexico,veracruz,2013,7.58,7.58,7.42,7.42,7.42,7.42,7.42,82.25,0.12,Blue-Green,1338,1338,m,Washed / Wet,
745,US-Hawaii,kona,2013,7.33,7.42,7.5,7.67,7.5,7.42,7.42,82.25,0,Bluish-Green,130,130,m,Natural / Dry,
746,Mexico,"calnali, hidalgo",2012,7.58,7.58,7.5,7.17,7.42,7.42,7.58,82.25,0.16,None,533,533,m,Washed / Wet,
747,Guatemala,antigua,2012,7.5,7.5,7.33,7.58,7.67,7.33,7.33,82.25,0.11,Green,1390.8024,1390.8024,ft,Washed / Wet,
748,Mexico,veracruz,2012,7.5,7.58,7.42,7.67,7.33,7.42,7.33,82.25,0.13,Green,1170,1170,m,Washed / Wet,
749,Mexico,juquila,2012,7.67,7.58,7.33,7.5,7.42,7.42,7.33,82.25,0.12,Green,1250,1250,m,Washed / Wet,
751,Mexico,veracruz,2012,7.33,7.58,7.42,7.67,7.33,7.5,7.42,82.25,0.11,Green,1100,1100,m,Washed / Wet,
752,Mexico,canoas,2012,7.42,7.5,7.42,7.58,7.42,7.5,7.42,82.25,0.1,Green,900,900,m,Washed / Wet,
753,Colombia,huila,2012,7.5,7.42,7.67,7.33,7.58,7.33,7.42,82.25,0.12,Green,1750,1750,m,Washed / Wet,
754,Colombia,huila,2012,7.67,7.33,7.33,7.33,7.5,7.5,7.58,82.25,0.11,Green,1950,1775,m,Washed / Wet,
757,Brazil,south of minas,2016,7.42,7.42,7.5,7.42,7.42,7.5,7.5,82.17,0.11,Green,934,934,m,Natural / Dry,
758,Honduras,comayagua,2015,7.5,7.5,7.17,7.42,7.5,7.5,7.58,82.17,0.11,Bluish-Green,1500,1500,m,Washed / Wet,
759,Nicaragua,jinotega,,7.5,7.5,7.33,7.42,7.5,7.42,7.5,82.17,0.1,Green,1000,1000,m,,
760,Tanzania,ruvuma,2015,7.58,7.42,7.42,7.33,7.5,7.42,7.5,82.17,0.13,Green,1800,1650,m,Washed / Wet,
761,Tanzania,northern,2015/2016,7.42,7.42,7.42,7.5,7.5,7.33,7.58,82.17,0.12,Green,1600,1600,m,Washed / Wet,
762,Brazil,south of minas,2015/2016,6.92,7.58,7.42,7.33,7.83,7.5,7.58,82.17,0,Green,1,1,m,Natural / Dry,
763,Thailand,thailand,2014,7.42,7.42,7.17,7.75,7.25,7.67,7.5,82.17,0.12,Bluish-Green,800,800,m,Washed / Wet,
764,Honduras,marcala,2015,7.67,7.5,7.25,7.42,7.58,7.42,7.33,82.17,0.11,Green,1350,1350,m,Washed / Wet,
765,Guatemala,atitlan,2014,7.42,7.42,7.5,7.5,7.42,7.5,7.42,82.17,0.09,Blue-Green,1500,1500,m,Washed / Wet,
767,Tanzania,"ilomba vilage, mbozi",2014,7.75,7.42,7.42,7.58,7.33,7.42,7.25,82.17,0.12,Green,1700,1700,m,Washed / Wet,
768,Mexico,veracruz,2013,7.42,7.33,7.17,7.42,7.33,8.17,7.33,82.17,0.12,Green,1100,1100,m,Washed / Wet,
769,Mexico,"la concordia, chiapas",2013,7.5,7.5,7.33,7.42,7.5,7.42,7.5,82.17,0.1,None,1600,1400,m,Washed / Wet,
770,Taiwan,yunlin 雲林縣石壁,2013/2014,7.5,7.5,7.5,7.5,7.5,7.5,7.17,82.17,0.11,Green,1200,1200,m,Other,
771,Taiwan,"dongshan dist., tainan city 臺南市東山區",2012,7.67,7.5,7.5,7.17,7.17,7.58,7.58,82.17,0,Green,800,800,m,Washed / Wet,
772,Colombia,huila,2013,7.33,7.25,7.25,7.58,7.75,7.5,7.5,82.17,0,Bluish-Green,1750,1750,m,Washed / Wet,
773,Mexico,san bartolo tutotepec,2012,7.5,7.67,7,7.5,7.33,7.5,7.67,82.17,0.15,None,1144,1144,m,Washed / Wet,
774,Guatemala,oriente,2012,7.25,7.75,7,7.75,8.17,7.75,7.17,82.17,0.12,None,1350,1350,m,Washed / Wet,
775,Mexico,altotonga,2012,7.5,7.58,7.25,7.5,7.5,7.33,7.5,82.17,0.12,Green,1000,1000,m,Washed / Wet,
776,Mexico,colima,2012,7,7.67,7.5,7.5,7.42,7.5,7.58,82.17,0.1,Green,1200,1200,m,Washed / Wet,
777,Colombia,huila,4T/10,7.58,7.67,7.42,7.17,7.17,7.75,7.42,82.17,0.08,,1800,1800,m,,
778,Indonesia,aceh gayo,2017,7.5,7.5,7.42,7.42,7.5,7.42,7.33,82.08,0.15,,1300,1300,m,Washed / Wet,
780,Brazil,south of minas,2016,7.42,7.58,7.42,7.5,7.42,7.25,7.5,82.08,0.11,Green,894,894,m,Natural / Dry,
781,Brazil,south of minas,2015/2016,7.25,7.25,7.58,7.58,7.25,7.92,7.25,82.08,0,Green,1,1,m,Natural / Dry,
782,CostaRica,tres rios,2015,7.75,7.42,7.42,7.25,7.17,7.42,7.67,82.08,0,Blue-Green,1400,1300,m,Washed / Wet,
783,Tanzania,kilimanjaro,2014,7.42,7.33,7.42,7.42,7.5,7.58,7.42,82.08,0.12,Green,1500,1500,m,Washed / Wet,
784,Tanzania,ngorogoro,2014,7.42,7.5,7.5,7.33,7.33,7.5,7.5,82.08,0.12,Green,1700,1600,m,Washed / Wet,
786,CostaRica,turrialba,2013,7.58,7.33,7.33,7.33,7.5,7.67,7.33,82.08,0.11,Green,13,13,m,Washed / Wet,
787,US-Hawaii,kona,2012,7.25,7.58,7.58,7.25,7.5,7.42,7.5,82.08,0.11,Bluish-Green,130,130,m,Natural / Dry,
788,Mexico,coatepec,2012,7.42,7.58,7.5,7.33,7.42,7.42,7.42,82.08,0.13,Green,1300,1300,m,Washed / Wet,
789,Mexico,tapachula,2012,7.5,7.42,7.42,7.5,7.25,7.5,7.5,82.08,0.13,Green,1800,1800,m,Washed / Wet,
790,Mexico,coatepec,2012,7.67,7.5,7.25,7.58,7.42,7.33,7.33,82.08,0.11,Green,1250,1250,m,Washed / Wet,
791,Vietnam,don duong,2012,7.67,8,7.17,7.08,7.67,7.08,7.42,82.08,0.12,Green,1040,1040,m,Natural / Dry,
792,Mexico,veracruz,2012,7.58,7.42,7.25,7.75,7.33,7.42,7.33,82.08,0.11,Green,1250,1250,m,Washed / Wet,
793,US-Hawaii,kona,2012,7.33,7.5,7.33,7.58,7.08,7.83,7.42,82.08,0.1,Green,130,130,m,Washed / Wet,
794,Colombia,cauca,January 2011,7.67,7.42,7.67,7.33,7.25,7.58,7.17,82.08,0.08,,1600,1600,m,,
795,Honduras,el paraíso,2017,7.5,7.5,7.17,7.5,7.5,7.42,7.42,82,0.12,Green,1600,1600,m,Washed / Wet,
796,Honduras,guinope el paraíso,2016,7.5,7.5,7.25,7.33,7.42,7.5,7.5,82,0.1,Green,1600,1600,m,Natural / Dry,
797,Brazil,south of minas,2016,7.5,7.33,7.42,7.5,7.33,7.42,7.5,82,0.11,Green,944,944,m,Natural / Dry,
798,Tanzania,kilimanjaro,2015,7.67,7.33,7.33,7.42,7.42,7.42,7.42,82,0.13,Green,1800,1650,m,Washed / Wet,
799,Other,lao p.d.r.,2015,7.42,7.5,7.25,7.33,7.5,7.5,7.5,82,0.12,Blue-Green,1250,1250,m,Washed / Wet,
800,Tanzania,meru,2014,7.42,7.42,7.33,7.58,7.33,7.42,7.5,82,0.12,Green,1400,1350,m,Washed / Wet,
801,Malawi,mzuzu,2014,7.5,7.42,7.33,7.58,7.33,7.5,7.33,82,0.13,Bluish-Green,2500,2500,m,Washed / Wet,
802,Taiwan,"dongshan dist., tainan city 臺南市東山區",2013,7.33,7.5,7.17,7.42,7.5,7.33,7.75,82,0.09,Green,600,600,m,Washed / Wet,
803,Thailand,thailand,2013,7.58,7.5,7.42,7.42,7.33,7.42,7.33,82,0.11,Green,800,800,m,Washed / Wet,
804,CostaRica,central valley,2013,7.5,7.25,7.33,7.33,7.75,7.5,7.33,82,0.1,Green,1400,1300,m,Washed / Wet,
805,Honduras,occidental,2014,7.33,7.33,7.33,7.5,7.5,7.83,7.17,82,0.11,Green,1400,1400,m,Washed / Wet,
806,Colombia,huila,2013,7.33,7.33,7.58,7.5,7.5,7.58,7.17,82,0.11,Green,2000,1900,m,Washed / Wet,
807,Taiwan,"dongshan dist., tainan city 臺南市東山區",2012,7.42,7.58,7.33,7.42,8,7.5,7.42,82,0.12,Bluish-Green,700,650,m,Washed / Wet,
808,Brazil,"minas gerais, br",2012,7.33,7.67,7.42,7.17,7.33,7.42,7.67,82,0.11,Blue-Green,1183,1038.5,m,Natural / Dry,
809,Mexico,coscomatepec,2012,7.67,7.33,7.25,7.5,7.42,7.42,7.42,82,0.12,Green,940,940,m,Washed / Wet,
810,Brazil,south of minas,2012,7.42,7.5,7.33,7.5,7.33,7.5,7.42,82,0.12,Green,1000,1000,m,Natural / Dry,
811,Brazil,cerrado,2012,7.42,7.5,7.25,7.5,7.5,7.42,7.42,82,0.11,Blue-Green,1050,1050,m,Semi-washed / Semi-pulped,
813,Brazil,south of minas,2012,7.58,7.5,7.17,7.5,7.5,7.42,7.33,82,0.12,Green,950,950,m,Semi-washed / Semi-pulped,
814,Guatemala,oriente,2012,7.75,7.33,7.33,7.42,7.75,7.67,7.42,82,0,Green,1402.08,1402.08,ft,Washed / Wet,
815,Colombia,huila,Mayo a Julio,7.33,7,7.08,7.42,7.5,7.67,8,82,0.07,,1950,1775,m,,
816,Guatemala,oriente,2017,7.58,7.5,7.25,7.58,7.58,7.5,7.58,81.92,0.1,Green,1901,1901,m,Washed / Wet,
817,Guatemala,santa rosa,2017,7.5,7.5,7.25,7.42,7.42,7.42,7.42,81.92,0.11,Green,1219.2,1219.2,ft,Washed / Wet,
818,Honduras,comayagua,2017,7.58,7.5,7.25,7.33,7.42,7.5,7.33,81.92,0.12,Green,1400,1400,m,Washed / Wet,
819,Brazil,monte carmelo,2016 / 2017,7.42,7.33,7.33,7.5,7.5,7.33,7.5,81.92,0.11,Green,1020,1020,m,Natural / Dry,
820,ElSalvador,"el balsamo, quezaltepec",2014,7.67,7.58,7.33,7.5,7.5,7.67,7.33,81.92,0.11,Green,1250,1250,m,Washed / Wet,
821,Guatemala,nuevo oriente,2015,7.58,7.58,7.17,7.83,7.17,7.33,7.25,81.92,0.11,Green,1800,1550,m,Washed / Wet,
822,Tanzania,mbeya,2014,7.33,7.33,7.33,7.42,7.5,7.58,7.42,81.92,0.12,Green,1877,1877,m,Washed / Wet,
824,Other,mubuyu estate,2014,7.67,7.08,7.42,7.33,7.75,7.42,7.25,81.92,0,,1500,1250,m,Washed / Wet,
826,Taiwan,taichung xinshe 台中市新社區,2012,7.5,7.5,7.42,7.25,7.5,7.5,7.25,81.92,0.11,Green,1000,1000,m,Other,
827,Mexico,chiapas,2013,7.58,7.5,7.25,7.58,7.5,7.25,7.25,81.92,0.12,Green,1300,1300,m,Washed / Wet,
828,Mexico,"chapulhuacan, hidalgo",2012,7.5,7.5,7.25,7.25,7.5,7.5,7.42,81.92,0.13,None,981,981,m,Semi-washed / Semi-pulped,
829,Mexico,"huazalingo, hidalgo",2012,7.5,7.42,7.25,7.5,7.33,7.33,7.58,81.92,0.14,None,690,690,m,Washed / Wet,
830,Mexico,veracruz,2012,7.33,7.58,7.17,7.58,7.42,7.33,7.5,81.92,0.12,Green,1650,1650,m,Washed / Wet,
831,Mexico,fortín de las flores,2012,7.67,7.42,7.33,7.83,7.5,7.5,7.33,81.92,0.12,Green,1000,1000,m,Washed / Wet,
832,Brazil,grama valley,2012,7.42,7.58,7.25,7.5,7.33,7.5,7.33,81.92,0.12,Green,1100,1100,m,Natural / Dry,
833,Colombia,cundinamarca,4T/2010,7.67,7.33,7.33,7.58,7.33,7.33,7.33,81.92,0.09,,1600,1600,m,,
834,Guatemala,oriente,2017,7.42,7.5,7.25,7.5,7.33,7.42,7.42,81.83,0.1,Green,157.8864,157.8864,ft,Washed / Wet,
835,CostaRica,tarrazu,2016,7.25,7.33,7.5,7.33,7.67,7.42,7.33,81.83,0,Green,1900,1900,m,Pulped natural / honey,
836,Brazil,monte carmelo,2016,7.42,7.5,7.42,7.5,7.42,7.25,7.33,81.83,0.11,Green,973,973,m,Natural / Dry,
837,Indonesia,bali,2015,7.75,7.83,7.58,7.75,7.92,7.83,5.17,81.83,0.11,Green,1250,1250,m,Other,
838,Guatemala,norte,2015,7.58,7.5,7.33,7.42,7.58,7.25,7.17,81.83,0.1,Green,3280,3280,m,Washed / Wet,
839,Brazil,south of minas,2015/2016,7.17,7.58,6.83,7.5,7.75,7.25,7.75,81.83,0,Green,1,1,m,Natural / Dry,
840,Brazil,south of minas,2015/2016,7.58,7,6.92,6.92,7.67,7.5,8.25,81.83,0,Green,1,1,m,Natural / Dry,
841,Myanmar,ywar ngan,2015,7.33,7.58,7.5,7.42,7.33,7.33,7.33,81.83,0,Green,4001,4001,m,Washed / Wet,
842,Mexico,chiapas,2015,7.58,7.5,7.33,7.5,7.17,7.33,7.42,81.83,0.11,Green,1500,1425,m,Washed / Wet,
843,Honduras,marcala,2015,7.5,7.5,7.33,7.5,7.42,7.25,7.33,81.83,0.12,Green,1400,1400,m,Washed / Wet,
844,CostaRica,tres rios,2015,7.67,7.5,7.5,7.25,7.08,7.42,7.42,81.83,0.09,Green,1400,1300,m,Washed / Wet,
845,Taiwan,"dongshan dist., tainan city 臺南市東山區",2014,7.67,7.33,7.17,7.25,7.75,7.33,7.33,81.83,0,Green,700,700,m,Washed / Wet,
846,Indonesia,lington nihuta,2014,7.42,7.42,7.42,7.33,7.42,7.42,7.42,81.83,0.11,None,1300,1300,m,Other,
847,Malawi,kakoma,2014,7.58,7.42,7.33,7.33,7.33,7.42,7.42,81.83,0.13,Green,1556,1556,m,Washed / Wet,
848,Brazil,south of minas,2014/2015,7.33,7.58,7.25,7.17,7.83,7.33,7.33,81.83,0.11,Green,1100,1100,m,Natural / Dry,
849,Honduras,comayagua,2014,7.5,7.5,7.33,7.33,7.33,7.33,7.5,81.83,0.1,Green,1350,1350,m,Natural / Dry,
850,Mexico,"siltepec el triunfo, chiapas, mexico",2014,7.42,7.42,7.25,7.5,7.33,7.42,7.5,81.83,0.11,Green,1550,1550,m,Washed / Wet,
851,Colombia,huila,2013,7.5,7.5,7,7.42,7.5,7.58,7.33,81.83,0,Bluish-Green,1950,1775,m,Washed / Wet,
852,US-Hawaii,kona,2012,7.83,7.83,7.83,8,7.83,7.83,8,81.83,0,Bluish-Green,130,130,m,Natural / Dry,
853,Brazil,sul de minas,2012,7.75,7.75,7.5,7.42,7.83,7.75,7.83,81.83,0.12,Bluish-Green,1250,1250,m,Semi-washed / Semi-pulped,
854,Guatemala,oriente,2013,7.83,7.67,7.33,7.33,7.67,7.83,7.5,81.83,0.11,Green,1310.64,1310.64,ft,Washed / Wet,
855,Mexico,veracruz,2012,7.83,7.33,7.25,7.58,7.25,7.33,7.25,81.83,0.12,Green,1500,1500,m,Washed / Wet,
856,Mexico,coatepec,2012,7.33,7.33,7.25,7.5,7.5,7.5,7.42,81.83,0.12,Green,1250,1250,m,Semi-washed / Semi-pulped,
857,Brazil,cerrado,2011,7.33,7.67,7.25,7.5,7.5,7.25,7.33,81.83,0.02,,950,925,m,,
858,Colombia,huila,1t/2011,7.58,7.5,7.17,7.58,7.33,7.33,7.33,81.83,0.05,,1800,1700,m,,
859,US-Hawaii,kona,,7.25,7.58,7.83,7.67,7.75,7.75,7.33,81.83,0.02,,130,130,m,,
860,Guatemala,san marcos,2017,7.5,7.5,7.25,7.42,7.42,7.33,7.33,81.75,0.11,Green,1700,1700,m,Washed / Wet,
861,Vietnam,vietnam,2014,7,7.08,7.33,7.5,7.5,7.33,8,81.75,0.12,Bluish-Green,1040,1040,m,Washed / Wet,
862,Tanzania,ngorogoro,2014,7.42,7.42,7.42,7.42,7.33,7.33,7.42,81.75,0.12,Bluish-Green,1700,1600,m,Washed / Wet,
864,Mexico,"tenango de doria, hidalgo",2012,7.5,7.5,7.33,7.42,7.25,7.25,7.5,81.75,0.13,None,774,774,m,Washed / Wet,
865,Mexico,tepictla,2012,7.42,7.5,7.17,7.67,7.33,7.42,7.25,81.75,0.13,Green,1250,1250,m,Washed / Wet,
866,Mexico,oaxaca,2012,7.42,7.5,7.33,7.58,7.33,7.33,7.25,81.75,0.11,Green,1100,1100,m,Washed / Wet,
867,Mexico,la concordia,2012,7.33,7.42,7.33,7.67,7.42,7.25,7.33,81.75,0.12,Green,1550,1550,m,Washed / Wet,
868,Mexico,la concordia,2012,7.5,7.42,7.25,7.33,7.67,7.25,7.33,81.75,0.12,,1650,1650,m,Washed / Wet,
869,Colombia,huila,2011,7.33,7.42,7.33,7.33,7.5,7.67,7.17,81.75,0,Green,1750,1750,m,Washed / Wet,
870,Colombia,huila,Mayo a Julio,7.42,7.58,6.92,7.08,7.25,8,7.5,81.75,0.08,,1950,1775,m,,
871,Brazil,south of minas,2017 / 2018,7.42,7.5,7.25,7.5,7.5,7.25,7.25,81.67,0.11,Green,890,890,m,Natural / Dry,
872,Guatemala,san marcos,2017,7.42,7.42,7.08,7.42,7.33,7.42,7.58,81.67,0.1,Green,1700,1700,m,Washed / Wet,
873,Guatemala,santa rosa,2017,7.42,7.33,7.17,7.67,7.33,7.42,7.33,81.67,0.12,Green,1219.2,1219.2,ft,Washed / Wet,
874,Honduras,marcala,2016,7.58,7.5,7.33,7.33,7.42,7.25,7.25,81.67,0.11,Blue-Green,1450,1450,m,Washed / Wet,
875,Tanzania,mbinga,2016,7.17,7.33,7.33,7.42,7.5,7.33,7.58,81.67,0,Green,1800,1800,m,,
878,Brazil,south of minas,2015/2016,7.25,7.75,6.92,7.42,7.5,7.58,7.25,81.67,0,Green,1,1,m,Natural / Dry,
879,Tanzania,mbinga,2014,7.42,7.33,7.25,7.42,7.5,7.42,7.33,81.67,0.12,Green,1800,1500,m,Washed / Wet,
880,Tanzania,"ilomba vilage, mbozi",2013,7.33,7.33,7.5,7.25,7.42,7.33,7.5,81.67,0.12,Green,1700,1700,m,Washed / Wet,
881,Brazil,south of minas,2014/2015,7.25,7.42,7.25,7.5,7.5,7.42,7.33,81.67,0.1,Green,1260,1260,m,Washed / Wet,
